type produit;numero AMM;nom produit;type culture libelle;dose min par apport;dose min par apport unite;dose max par apport;dose max par apport unite;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;saison application min;saison application max;saison application min commentaire;saison application max commentaire; date decision;culture commentaire;
MFSC;1190706;MOKA;;1.0;L/ha;2.0;L/ha;15;49;Autorisé;;;Du stade 5 feuilles au développement final du bulbe;;18/10/2019;;
MFSC;1190706;MOKA;;1.0;L/ha;2.0;L/ha;;;Autorisé;;;7 à 15 jours avant chaque coupe;;18/10/2019;;
MFSC;1190706;MOKA;Gazon de graminées;1.0;L/ha;2.0;L/ha;;;Autorisé;;;Après la tonte, tous les 7 à 15 jours;;18/10/2019;(espaces verts et terrains de sport);
MFSC;1180802;MATUR PLUS;Cultures maraîchères;8.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Maturation des fruits 1er apport à 40-50% de fruits/baies rouges puis apport après 7 et 14 jours;;06/12/2018;pulvérisation foliaire;
MFSC;1180802;MATUR PLUS;Arboriculture fruitière et vigne;8.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Maturation des fruits 1er apport à 40-50 % de fruits/baies rouges puis apport après 7 et 14 jours;;06/12/2018;Arboriculture pulvérisation foliaire;
MFSC;1180801;FERTIACTYL GREEN EXTREME;Arboriculture fruitière et vigne;10.0;kg/ha;50.0;kg/ha;;;Autorisé;Automne;Printemps;;;06/12/2018;Application préventive : 10 à 30 Kg/ha Application curative : 30 à 50 kg/ha Pulvérisation ou arrosage au sol Ferti-irrigation;
MFSC;1180801;FERTIACTYL GREEN EXTREME;Cultures maraîchères;5.0;kg/ha;20.0;kg/ha;;;Autorisé;;;Toute l'année;;06/12/2018;PLEIN CHAMP: Application préventive : 5 à 10 Kg/ha Application curative : 10 à 20 kg/ha Pulvérisation ou arrosage au sol Ferti-irrigation;
MFSC;1180801;FERTIACTYL GREEN EXTREME;Cultures maraîchères;5.0;kg/ha;20.0;kg/ha;;;Autorisé;;;Toute l'année;;06/12/2018;SOUS-SERRE Application préventive : 5 à 10 Kg/ha Application curative : 10 à 20 kg/ha Pulvérisation ou arrosage au sol Ferti-irrigation;
MFSC;1180801;FERTIACTYL GREEN EXTREME;Horticulture;1.0;kg/ha;5.0;kg/ha;;;Autorisé;Automne;Printemps;;;06/12/2018;Application préventive : 1 à 2 Kg/ha Application curative : 2 à 5 kg/ha Pulvérisation ou arrosage au sol Ferti-irrigation;
MFSC;1200152;RHIZO PLANT;Traitements généraux;;;10.0;kg/m3;;;Autorisé;;;Semis, bouturage, acclimatation ou rempotage;;13/03/2020;Toutes cultures hors sol;
MFSC;1200152;RHIZO PLANT;Traitements généraux;;;50.0;g/plant;;;Autorisé;;;Semis, repiquage, plantation;;13/03/2020;Toutes cultures pleine terre;
MFSC;1180617;SVL-040;Arboriculture fruitière et vigne;1.5;L/ha;1.5;L/ha;69;75;Autorisé;;;;;05/02/2019;Arboriculture (fruits à noyaux et fruits à pépins) ;
MFSC;1180617;SVL-040;Grandes cultures;1.0;L/ha;1.0;L/ha;15;;Autorisé;;;A partir du stade BBCH 15;;05/02/2019;Maïs;
MFSC;1180617;SVL-040;Arboriculture fruitière et vigne;1.5;L/ha;1.5;L/ha;56;66;Autorisé;;;;;05/02/2019;Vigne;
MFSC;1180617;SVL-040;Cultures maraîchères;1.25;L/ha;1.25;L/ha;60;68;Autorisé;;;;;05/02/2019;Cultures maraichères (légumes fruits sauf courgettes);
MFSC;1180617;SVL-040;Cultures maraîchères;1.25;L/ha;1.25;L/ha;15;15;Autorisé;;;;;;Cultures maraîchères (courgettes);
MFSC;1190708;OPTYZ;;;;2.0;L/t;;;Autorisé;;;Semis;;18/10/2019;Orge, avoine, riz;
MFSC;1190708;OPTYZ;;;;2.0;L/t;;;Autorisé;;;Semis;;18/10/2019;Tournesol;
MFSC;1190708;OPTYZ;;;;10.0;L/t;;;Autorisé;;;Semis;;18/10/2019;;
MFSC;1190708;OPTYZ;;;;2.0;L/t;;;Autorisé;;;Semis;;18/10/2019;Soja;
MFSC;1190708;OPTYZ;Autres;;;;;;;Autorisé;;;Semis;;18/10/2019;plantes de culture;
MFSC;1190734;REZIST VIGNE;Arboriculture fruitière et vigne;;;2.0;L/ha;;;Autorisé;;;1 apport au stade feuilles étalées 1 apport au stade boutons floraux séparés 1 apport au stade nouaison 1 apport possible au stade 'grappe fermée';;18/10/2019;Vigne;
MFSC;1150015;AVENSOL;Grandes cultures;2.5;kg/ha;2.5;kg/ha;13;16;Autorisé;Printemps;Automne;;;;Céréales;
MFSC;1150015;AVENSOL;Grandes cultures;2.5;kg/ha;2.5;kg/ha;13;15;Autorisé;;;;;;Maïs;
MFSC;1150015;AVENSOL;Cultures légumières;2.5;kg/ha;2.5;kg/ha;12;19;Autorisé;;;;;;Raves;
MFSC;1150015;AVENSOL;Cultures légumières;2.5;kg/ha;2.5;kg/ha;20;40;Autorisé;;;;;;pomme de terre;
MFSC;1150015;AVENSOL;Autres;2.5;kg/ha;3.0;kg/ha;13;25;Autorisé;Printemps;Automne;;;;Cultures spéciales;
MFSC;1160003;FREE N 100;Grandes cultures;0.4;kg/ha;0.5;kg/ha;;;Autorisé;;;;;27/09/2016;;
MFSC;1160008;BIO-ACCESS;Autres;0.1;kg/ha;0.2;kg/ha;;;Autorisé;;;semis;semis;28/09/2016;Culture céréalières (blé, orge, avoine). Colza. Tournesol.;
MFSC;1160008;BIO-ACCESS;Autres;0.2;kg/ha;0.5;kg/ha;;;Autorisé;;;semis;semis;28/09/2016;Betterave;
MFSC;1160008;BIO-ACCESS;Cultures légumières;0.2;kg/ha;0.5;kg/ha;;;Autorisé;;;semis, plantation;semis, plantation;28/09/2016;;
MFSC;1000031;KALCIPHOS P-K (S);Grandes cultures;800.0;kg/ha;1400.0;kg/ha;;;Autorisé;;;;;;Céréales;
MFSC;1000031;KALCIPHOS P-K (S);Grandes cultures;900.0;kg/ha;1100.0;kg/ha;;;Autorisé;;;;;;Colza;
MFSC;1000031;KALCIPHOS P-K (S);Cultures légumières;1000.0;kg/ha;1500.0;kg/ha;;;Autorisé;;;;;;Betterave;
MFSC;1000031;KALCIPHOS P-K (S);Cultures légumières;1200.0;kg/ha;1600.0;kg/ha;;;Autorisé;;;;;;Pomme de terre;
MFSC;1000031;KALCIPHOS P-K (S);Autres;1000.0;kg/ha;1400.0;kg/ha;;;Autorisé;;;;;;Luzerne;
MFSC;1000031;KALCIPHOS P-K (S);Autres;600.0;kg/ha;1000.0;kg/ha;;;Autorisé;;;;;;Prairie;
MFSC;1000031;KALCIPHOS P-K (S);Grandes cultures;1100.0;kg/ha;1400.0;kg/ha;;;Autorisé;;;;;;Maïs;
MFSC;1190285;DIAMOND NECTAR;;20.0;L/ha;20.0;L/ha;;;Autorisé;Printemps;Eté;Pendant la germination (printemps et été), en préfloraison et lors de la fructification et du grossissement du fruit.;;22/05/2019;agrumes et cultures fruitières;
MFSC;1190285;DIAMOND NECTAR;Horticulture;10.0;L/ha;10.0;L/ha;;;Autorisé;;;Avant la plantation ou avant le greffage et tout au long du cycle de la culture;;22/05/2019;;
MFSC;1190285;DIAMOND NECTAR;Cultures ornementales;10.0;L/ha;10.0;L/ha;;;Autorisé;;;Appliquer au début de la culture et en préfloraison;;22/05/2019;;
MFSC;1190285;DIAMOND NECTAR;Cultures tropicales;20.0;L/ha;20.0;L/ha;;;Autorisé;;;A la germination, en préfloraison et à la nouaison et au grossissement du fruit;;22/05/2019;;
MFSC;1190285;DIAMOND NECTAR;Autres;15.0;L/ha;15.0;L/ha;;;Autorisé;;;;;22/05/2019;Herbacées et ligneuses;
MFSC;1190285;DIAMOND NECTAR;Autres;20.0;L/ha;20.0;L/ha;;;Autorisé;;;;;22/05/2019;Oliviers et vignes;
MFSC;6190323;CAP'ORG NPKS;Grandes cultures;10.0;t/ha;25.0;t/ha;;;Autorisé;Février;Mars;Epandage au sol Février à mars. Apport 1 : Avant implantation des céréales ;Epandage au sol Février à mars. Apport 1 : Avant implantation des céréales ;05/07/2019;Grande cultures de printemps hors céréales de printemps (ex : maïs, pommes de terre, betterave, colza) Apport par épandage au sol. Application avant implantation de la culture. Diminution de la dose maximale d'emploi de 35 t/ha à 25 t/ha en raison d'un risque de phytotoxicité. L'apport avant ou sur CIPAN précédant la culture est refusé car inclus dans l'usage sur cultures dérobées. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20).;
MFSC;6190323;CAP'ORG NPKS;Autres;10.0;t/ha;20.0;t/ha;;;Autorisé;Juillet;Janvier;Epandage au sol Juillet à janvier Stade maxi hauteur de 20 cm Application avant implantation ou sur la culture. ;Epandage au sol Juillet à janvier Stade maxi hauteur de 20 cm Application avant implantation ou sur la culture.;05/07/2019;Cultures dérobées (ex : ray-grass ou mélange ray-grass, trèfle, avoine et vesce). Apport par épandage au sol.  Application avant implantation ou sur la culture. Ne pas appliquer sur des cultures dont la hauteur est supérieure à 20 cm. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20). Délai avant récolte (jours) : 42.;
MFSC;6190323;CAP'ORG NPKS;;15.0;t/ha;20.0;t/ha;;;Autorisé;Février;Juin;Février à juin. Epandage au sol. Uniquement sur végétation en place.;Février à juin. Epandage au sol. Uniquement sur végétation en place.;05/07/2019;Apport par épandage au sol. Uniquement sur végétation en place. 2 applications maximum par an. Respecter un délai de 42 jours entre l'apport du produit et la mise en pâture des animaux d'élevage ou la récolte des cultures fourragères. Ne pas dépasser une dose annuelle de 28 t/ha. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20). Délai avant récolte (jours) : 42.;
MFSC;6190323;CAP'ORG NPKS;;;;20.0;t/ha;;;Autorisé;Mai;Juin;Epandage au sol. Uniquement sur végétation en place. Mai à juin.;Epandage au sol. Uniquement sur végétation en place. Mai à juin.;05/07/2019;Apport par épandage au sol. Uniquement sur végétation en place. 2 applications maximum par an. Respecter un délai de 42 jours entre l'apport du produit et la mise en pâture des animaux d'élevage ou la récolte des cultures fourragères. Ne pas dépasser une dose annuelle de 28 t/ha. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20). Délai avant récolte (jours) : 42.;
MFSC;6190323;CAP'ORG NPKS;Grandes cultures;;;20.0;t/ha;;30;Autorisé;;;Epandage au sol. Avant implantation de la culture. Avant le stade BBCH 30.;Epandage au sol. Avant implantation de la culture. Avant le stade BBCH 30;05/07/2019;Céréales à paille. Apport par épandage au sol. Application avant implantation de la culture. 2 applications maximum par an. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20).;
MFSC;6190323;CAP'ORG NPKS;Grandes cultures;15.0;t/ha;25.0;t/ha;;;Autorisé;Septembre;Mars;Epandage au sol. Avant implantation de la culture. Septembre à mars. ;Epandage au sol. Avant implantation de la culture. Septembre à mars.;05/07/2019;Céréales à paille. Apport par épandage au sol. Application avant implantation de la culture. 2 applications maximum par an. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20).;
MFSC;6190323;CAP'ORG NPKS;Grandes cultures;15.0;t/ha;25.0;t/ha;;;Autorisé;Août;;Epandage au sol. Avant implantation de la culture.;Epandage au sol. Avant implantation de la culture.;05/07/2019;Colza d'hiver. Apport par épandage au sol. Application avant implantation de la culture Diminution de la dose maximale d'emploi de 35 t/ha à 25 t/ha en raison d'un risque inacceptable de phytotoxicité. Zone Non Traitée aquatique (mètres) : 20 (dont DVP 20).;
MFSC;1190628;PHYSIOSOL;Gazon de graminées;0.25;kg/ha;0.5;kg/ha;;;Autorisé;;;Début printemps / reprise de la végétation / semis;;12/09/2019;Pelouses;
MFSC;1190628;PHYSIOSOL;Arboriculture fruitière et vigne;0.2;kg/ha;0.8;kg/ha;;;Autorisé;;;Chute des feuilles / reprise de végétation;;12/09/2019;Arboriculture;
MFSC;1190628;PHYSIOSOL;;0.2;kg/ha;0.8;kg/ha;;;Autorisé;;;Chute des feuilles / reprise de la végétation;;12/09/2019;;
MFSC;1190628;PHYSIOSOL;;0.25;kg/ha;0.5;kg/ha;;;Autorisé;;;Début printemps / reprise de la végétation / semis;;12/09/2019;;
MFSC;1190628;PHYSIOSOL;Grandes cultures;0.15;kg/ha;0.5;kg/ha;;;Autorisé;;;Semis / après récolte / après semis;;12/09/2019;Cultures oléagineuses et protéagineuses;
MFSC;1200154;PHYSIOLITH GRANULE B;Grandes cultures;150.0;kg/ha;600.0;kg/ha;;;Autorisé;;;Avant semis ou reprise de la végétation;;06/03/2020;Épandage au sol;
MFSC;1200154;PHYSIOLITH GRANULE B;Autres;150.0;kg/ha;600.0;kg/ha;;;Autorisé;;;Avant semis ou stade tallage;;06/03/2020;cultures fourragères Épandage au sol;
MFSC;1200154;PHYSIOLITH GRANULE B;Cultures maraîchères;150.0;;600.0;;;;Autorisé;;;Avant semis ou plantation;;06/03/2020;Épandage au sol;
MFSC;1200154;PHYSIOLITH GRANULE B;Arboriculture fruitière et vigne;150.0;kg/ha;600.0;kg/ha;;;Autorisé;;;Avant plantation ou à l'automne (chute des feuilles);;06/03/2020;Arboriculture fruitière Épandage au sol;
MFSC;1200154;PHYSIOLITH GRANULE B;;150.0;kg/ha;600.0;kg/ha;;;Autorisé;;;Avant plantation ou à l'automne (chute des feuilles);;06/03/2020;Épandage au sol;
MFSC;1200470;GENAKTIS 3;Autres;2.0;L/ha;5.0;L/ha;;;Autorisé;;; Toute l'année;;02/07/2020;Céreales;
MFSC;1200470;GENAKTIS 3;Autres;2.0;L/ha;5.0;L/ha;;;Autorisé;;; Toute l'année;;02/07/2020;Oléagineux et proteagineaux;
MFSC;1200470;GENAKTIS 3;Autres;2.0;L/ha;5.0;L/ha;;;Autorisé;;; Toute l'année;;02/07/2020;;
MFSC;1200470;GENAKTIS 3;Autres;4.0;L/ha;10.0;L/ha;;;Autorisé;;; Toute l'année;;02/07/2020;Cultures industrielles;
MFSC;1200470;GENAKTIS 3;Autres;4.0;L/ha;10.0;L/ha;;;Autorisé;;; Toute l'année;;02/07/2020;Betterave;
MFSC;1200470;GENAKTIS 3;Autres;3.0;L/ha;5.0;L/ha;;;Autorisé;;; Toute l'année;;02/07/2020;Arbres fruitiers;
MFSC;1200470;GENAKTIS 3;Cultures maraîchères;3.0;L/ha;5.0;L/ha;;;Autorisé;;; Toute l'année;;02/07/2020;;
MFSC;1150010;TERRAFIBRE;Grandes cultures;;;10.0;t/ha;;;Autorisé;Au semis;;;1 application tous les 3 ans;30/09/2015;blé tendre, maïs grain, colza;
MFSC;1150010;TERRAFIBRE;Grandes cultures;;;10.0;t/ha;;;Autorisé;Au semis;;Au semis;1 application tous les 3 ans;15/02/2017;Grandes cultures;
MFSC;1110005;TERRACOTTEM COMPLEMENT;Cultures florales;1500.0;kg/ha;1500.0;kg/ha;;;Autorisé;A la plantation;;ou avant semis;;;;
MFSC;1110005;TERRACOTTEM COMPLEMENT;Autres;10.0;kg/m3;10.0;kg/m3;;;Autorisé;A la plantation;;ou avant semis;;;Cultures non alimentaires en conteneur.;
MFSC;1090003;AQUANOVA 2;Gazons de graminées, jardins d'amateurs;10.0;L/ha;10.0;L/ha;;;Autorisé;;;;;;Terrains de golf ;
MFSC;1060004;ATNVS;Grandes cultures;10.0;L/ha;10.0;L/ha;;;Autorisé;;;;;; * Sur maïs, à utiliser en conditions d'apport d'azote sub-optimales . Apport / an.(stade 4 à 8 feuilles BBCH 14 à 18).;
MFSC;1060004;ATNVS;Grandes cultures;10.0;L/ha;10.0;L/ha;;;Autorisé;;;;;;Pois protéagineux.(boutons floraux BBCH 39 à 59);
MFSC;1110008;BREAKER 2;Gazons de graminées, jardins d'amateurs;10.0;L/ha;20.0;L/ha;;;Autorisé;;;Gazon établi;;;Greens de golf, départs de golf, fairways de golf et terrains de golf;
MFSC;6100003;CARBELECT;Traitements généraux;3.0;t/ha;7.0;t/ha;;;Autorisé;;;Tous les 3 à 5 ans;;;Toutes cultures;
MFSC;6090002;COTEN'MIX;Grandes cultures;200.0;kg/ha;500.0;kg/ha;;;Autorisé;;;;;;Maïs;
MFSC;6090002;COTEN'MIX;Grandes cultures;200.0;kg/ha;500.0;kg/ha;;;Autorisé;;;;;;Blé;
MFSC;6090002;COTEN'MIX;Grandes cultures;100.0;kg/ha;200.0;kg/ha;;;Autorisé;Janvier;Février;;;;Colza;
MFSC;6090002;COTEN'MIX;Grandes cultures;100.0;kg/ha;150.0;kg/ha;;;Autorisé;Avril;;;;;Tournesol;
MFSC;1110003;ENGRAIS AVEC HUMIFIRST WG;Grandes cultures;150.0;kg/ha;350.0;kg/ha;;;Autorisé;;;Printemps avant plantation;;;Maïs;
MFSC;1306001;FERTEVIE-RHIZ;Cultures florales;0.01;g/cm;0.05;g/cm;;;Autorisé;A la plantation;;A la plantation (avant le cycle de croissance végétative);;;En trou plantation;
MFSC;1306001;FERTEVIE-RHIZ;Cultures florales;0.01;g/cm;0.05;g/cm;;;Autorisé;;;Sur le cycle de croissance végétative;;;En pot;
MFSC;1306001;FERTEVIE-RHIZ;Cultures florales;0.01;g/alvéole;0.02;g/alvéole;;;Autorisé;;;A la plantation (avant le cycle de croissance végétative);;;En caissette alvéolée;
MFSC;1306001;FERTEVIE-RHIZ;Cultures maraîchères;1.0;kg/ha;1.0;kg/ha;;;Autorisé;Au semis;;;;;;
MFSC;1306001;FERTEVIE-RHIZ;Cultures florales;40.0;g/m3;400.0;g/m3;;;Autorisé;;;;;;En mélange de substrats ;
MFSC;1200562;KAORIS 3;Grandes cultures;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir de 40 % de la taille finale des racines;;28/08/2020;Betterave 4 L dans 150 L;
MFSC;1200562;KAORIS 3;Grandes cultures;4.0;L/ha;10.0;L/ha;;;Autorisé;;;Avant floraison;;28/08/2020;4 L dans 150 L;
MFSC;1200562;KAORIS 3;Arboriculture fruitière et vigne;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir du stade du gonflement des fruits;;28/08/2020;Arbres fruitiers 4 L dans 200 à 500 L;
MFSC;1200562;KAORIS 3;Arboriculture fruitière et vigne;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir du stade nouaison;;28/08/2020;4 L dans 200 à 500 L;
MFSC;1200562;KAORIS 3;Autres;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir de la croissance des feuilles;;28/08/2020;4 L dans 150 L;
MFSC;1200562;KAORIS 3;Cultures maraîchères;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir du stade 4 feuilles;;28/08/2020;Salade 4 L dans 150 L;
MFSC;1200562;KAORIS 3;Cultures maraîchères;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir de la croissance végétative;;28/08/2020;Tomates, aubergines, poivrons 4 L dans 150 L;
MFSC;1200562;KAORIS 3;Cultures maraîchères;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir de la croissance des feuilles;;28/08/2020;Oignon, ail, choux fleur 4 L dans 150 L;
MFSC;1200562;KAORIS 3;Cultures maraîchères;4.0;L/ha;10.0;L/ha;;;Autorisé;;;A partir de la croissance végétative;;28/08/2020;Concombre, courgette, melon 4 L dans 150 L;
MFSC;1200547;TONILIN;;;;3.0;L/ha;;;Autorisé;;;Cœur ouvert à premières feuilles apparentes;;01/09/2020;de printemps Pulvérisation foliaire;
MFSC;1200547;TONILIN;;;;3.0;L/ha;;;Autorisé;;;A la sortie de l'hiver, entre les stades 15 et 30 cm;;01/09/2020;d'hiver Pulvérisation foliaire;
MFSC;1200547;TONILIN;;;;2.0;L/ha;;;Autorisé;;;Entre le stade 4 feuilles et le stade 8 feuilles;;01/09/2020;Pulvérisation foliaire;
MFSC;1171289;RHIZOBAS;;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;1 application avant le semis puis jusqu'à une application par mois pendant le cycle cultural de la plante;;20/02/2018;Par pulvérisation  ou  par mélange directe avec l'engrais (avant semis) ;
MFSC;1171289;RHIZOBAS;Cultures maraîchères;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;1 application avant le semis puis jusqu'à une application par mois pendant le cycle cultural de la plante;;20/02/2018;Par pulvérisation  ou  par mélange directe avec l'engrais (avant semis) ;
MFSC;1180706;MYKE PRO GAZON G;Gazon de graminées;200.0;kg/ha;200.0;kg/ha;;;Autorisé;;;semis;semis;04/04/2019;Gazon Epandage Au moment du semis ;
MFSC;1180706;MYKE PRO GAZON G;Cultures florales;200.0;kg/ha;200.0;kg/ha;;;Autorisé;;;semis;semis;04/04/2019;Jachères fleuries Epandage Au moment du semis ;
MFSC;1180072;BLACKJAK;Horticulture;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Apres la transplantation;;20/04/2018;Cultures horticoles (tomates, aubergines, poivrons, haricots, melons, pastèques, concombres, courgettes, choux, laitues,…) Ferti-irrigation;
MFSC;1180072;BLACKJAK;Horticulture;4.0;L/ha;6.0;L/ha;;;Autorisé;;;Applications régulières tout au long du cycle de la culture;;20/04/2018;Cultures horticoles (tomates, aubergines, poivrons, haricots, melons, pastèques, concombres, courgettes, choux, laitues,…) ;
MFSC;1180072;BLACKJAK;Autres;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Application par à intervalle de 2 semaines durant tout le cycle de la culture.;;20/04/2018;Fraises, framboises, myrtilles Ferti-irrigation;
MFSC;1180072;BLACKJAK;Arboriculture fruitière et vigne;25.0;mL/arbre;;;;;Autorisé;;;Dès le début de la croissance végétative ;;20/04/2018;Agrumes, arbres fruitiers, raisin de table, vigne, oliviers, bananeraies,… Pulvérisation foliaire (Le volume de bouillie recommandée dans le cas des applications foliaires est de  50 mL/100 L d'eau);
MFSC;1180072;BLACKJAK;Arboriculture fruitière et vigne;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Pendant tout le cycle de la culture.;;20/04/2018;Agrumes, arbres fruitiers, raisin de table, vigne, oliviers, bananeraies,… Ferti-irrigation;
MFSC;1180072;BLACKJAK;;20.0;mL/arbre;50.0;mL/arbre;;;Autorisé;;;La période est celle marquée par le traitement des correcteurs de carence en fer.;;20/04/2018;Arbres et jeunes plants Application localisée au sol;
MFSC;1180072;BLACKJAK;Cultures légumières;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Après la préparation du sol et/ou après le semis.;;20/04/2018;Pommes de terre, oignons, carottes, poireaux, céleri,… Localisée au sol sur la ligne/raie de semis.;
MFSC;1180072;BLACKJAK;Cultures légumières;1.0;L/ha;2.0;L/ha;;;Autorisé;;;Première application sur plante de 20 à 25 cm de hauteur. Deuxième application : répéter l'application précédente à la même dose, 15 à 20 jours plus tard.;;20/04/2018;Pommes de terre, oignons, carottes, poireaux, céleri,… Pulvérisation foliaire (Le volume de bouillie recommandée dans le cas des applications foliaires est de  50 mL/100 L d'eau);
MFSC;1180072;BLACKJAK;Grandes cultures;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Après la préparation du sol et/ou après le semis.;;20/04/2018;Maïs, Maïs doux, coton, céréales, tabac, tournesol Localisée au sol sur la ligne/raie de semis;
MFSC;1180072;BLACKJAK;Grandes cultures;2.5;L/ha;2.5;L/ha;;;Autorisé;;;Durant tout le cycle de la culture.;;20/04/2018;Maïs, Maïs doux, coton, céréales, tabac, tournesol Irrigation;
MFSC;1180072;BLACKJAK;Grandes cultures;1.0;L/ha;2.0;L/ha;;;Autorisé;;;Première application sur plante de 20 à 25 cm de hauteur. Deuxième application : répéter l'application précédente à la même dose, 15 à 20 jours plus tard.;;20/04/2018;Maïs, Maïs doux, coton, céréales, tabac, tournesol Pulvérisation foliaire (Le volume de bouillie recommandée dans le cas des applications foliaires est de  50 mL/100 L d'eau);
MFSC;1180072;BLACKJAK;Traitement des semences;;;;;;;Autorisé;;;Semis;;20/04/2018;Traitement de semences;
MFSC;1180072;BLACKJAK;Traitement des semences;;;;;;;Autorisé;;;Semis;;20/04/2018;Coton, pommes de terre, carottes et oignons Traitement de semences;
MFSC;1180072;BLACKJAK;;2.0;L/ha;4.0;L/ha;;;Autorisé;;;Après la préparation du sol et/ou après le semis. ;;20/04/2018;Localisée au sol sur la ligne/raie de semis;
MFSC;1180072;BLACKJAK;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;Première application : 10 à 12 semaines après semis. Deuxième application : répéter l'application précédente à la même dose, 2 semaines plus tard;;20/04/2018;Pulvérisation foliaire (Le volume de bouillie recommandée dans le cas des applications foliaires est de  50 mL/100 L d'eau);
MFSC;1180284;POWER ROOTS;Traitements généraux;10.0;kg/ha;10.0;kg/ha;;;Autorisé;;;Toute l'année;;13/06/2018;Toutes cultures arrosage - pulvérisation (sol, container, bac, pot, supports de cultures);
MFSC;1180074;KTS;Grandes cultures;25.0;L/ha;50.0;L/ha;;;Autorisé;;;Pré-semis, sortie d'hiver, en cours de culture directement au sol;;22/03/2018;Apport au sol ;
MFSC;1180074;KTS;Cultures maraîchères;25.0;L/ha;50.0;L/ha;;;Autorisé;;;Pré-semis, sortie d'hiver, en cours de culture directement au sol;;22/03/2018;Apport au sol;
MFSC;1180074;KTS;Cultures ornementales;1.0;L/ha;3.0;L/ha;;;Autorisé;;;Pré-semis, sortie d'hiver, en cours de culture directement au sol;;22/03/2018;Apport au sol;
MFSC;1180074;KTS;Autres;1.0;L/ha;3.0;L/ha;;;Autorisé;;;Pré-semis, sortie d'hiver, en cours de culture directement au sol;;22/03/2018;Cultures pérennes Apport au sol;
MFSC;1180074;KTS;;1.0;L/ha;3.0;L/ha;;;Autorisé;;;Pré-semis, sortie d'hiver, en cours de culture directement au sol;;22/03/2018;Apport au sol;
MFSC;1180074;KTS;Grandes cultures;10.0;L/ha;50.0;L/ha;;;Autorisé;;;Au moment du semis, injection localisée dans le sol;;22/03/2018;Injection;
MFSC;1180074;KTS;Cultures maraîchères;10.0;L/ha;50.0;L/ha;;;Autorisé;;;Au moment du semis, injection localisée dans le sol;;22/03/2018;Injection;
MFSC;1180074;KTS;Cultures ornementales;10.0;L/ha;50.0;L/ha;;;Autorisé;;;Au moment du semis, injection localisée dans le sol;;22/03/2018;Injection;
MFSC;1180074;KTS;Autres;10.0;L/ha;50.0;L/ha;;;Autorisé;;;Au moment du semis, injection localisée dans le sol;;22/03/2018;Cultures pérennes Injection;
MFSC;1180074;KTS;;10.0;L/ha;50.0;L/ha;;;Autorisé;;;Au moment du semis, injection localisée dans le sol;;22/03/2018;Injection;
MFSC;1180074;KTS;Grandes cultures;5.0;L/ha;20.0;L/ha;;;Autorisé;;;A adapter selon cycles de cultures BBCH 10 à 79;;22/03/2018;Foliaire;
MFSC;1180074;KTS;Cultures maraîchères;5.0;L/ha;20.0;L/ha;;;Autorisé;;;A adapter selon cycles de cultures BBCH 10 à 79;;22/03/2018;Foliaire;
MFSC;1180074;KTS;Cultures ornementales;5.0;L/ha;20.0;L/ha;;;Autorisé;;;A adapter selon cycles de cultures BBCH 10 à 79;;22/03/2018;Foliaire;
MFSC;1180074;KTS;Autres;5.0;L/ha;20.0;L/ha;;;Autorisé;;;A adapter selon cycles de cultures BBCH 10 à 79;;22/03/2018;Cultures pérennes Foliaire;
MFSC;1180074;KTS;;5.0;L/ha;20.0;L/ha;;;Autorisé;;;A adapter selon cycles de cultures BBCH 10 à 79;;22/03/2018;Foliaire;
MFSC;1180074;KTS;Grandes cultures;5.0;L/ha;40.0;L/ha;;;Autorisé;;;A adapter au type de cultures et au débit des goutteurs;;22/03/2018;Goutte à goutte;
MFSC;1180074;KTS;Cultures maraîchères;5.0;L/ha;40.0;L/ha;;;Autorisé;;;A adapter au type de cultures et au débit des goutteurs;;22/03/2018;Goutte à goutte;
MFSC;1180074;KTS;Cultures ornementales;5.0;L/ha;40.0;L/ha;;;Autorisé;;;A adapter au type de cultures et au débit des goutteurs;;22/03/2018;Goutte à goutte;
