type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
MFSC;6190898;CRESCILIS;Matière séche (Min: 84.0 %, Max: 98.0 %)  | Carbone organique (CO) total (Min: 45.0 %, Max: 48.0 %)  | H/C org (Min: 0.7 , Max: 0.7 )  | Capacité de rentention pour l'eau (Min: 91.0 %, Max: 235.0 %) ;Conductivité électrique (ms/m (ou µm/cm)) (Min:  , Max:  )  | Granulométrie (Min:  , Max:  )  | Azote (N) total (Min:  , Max:  )  | Anhydride phosphorique (P2O5) total (Min:  , Max:  )  | Oxyde de potassium (K2O) total (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190650;MICROFIT;Maltodextrine (Min: 99.5 %, Max: 99.5 %)  | Trichoderma harzianum souche B97 (Min: 50000000 UFC/g, Max: 50000000 UFC/g) ;;Préparation fongique;
MFSC;1200283;SILICAPOWER;Matière sèche (Min: 3.0 %, Max: 3.0 %)  | Dioxyde de Silicium (SiO2) (Min: 3.0 %, Max: 3.0 %)  | pH (Min: 9.5 , Max: 9.5 ) ;;Matière fertilisante;
MFSC;8410029;AQUASTOCK;;Capacité d'absorption par gramme (eau distillée) (Min: 300.0 mL, Max: 300.0 mL)  | Capacité d'absorption par gramme (solution de Ca(NO3)2 à 2 g/L)  (Min: 40.0 mL, Max: 40.0 mL)  | Granulométrie (passant entre les tamis de 0,315 et 1 mm)  (Min: 94.0 %, Max: 94.0 %) ;Rétenteur d'eau;
MFSC;1100008;AMU SILICOSOL;;;Matière fertilisante;
MFSC;1180797;LAMINACTIF;Matières organiques (Min: 6.3 %, Max: 6.3 %)  | Azote total (Min: 6.0 %, Max: 6.0 %)  | Azote nitrique (Min: 1.4 %, Max: 1.4 %)  | Azote ammoniacal (Min: 2.0 %, Max: 2.0 %)  | Azote uréique (Min: 2.5 %, Max: 2.5 %)  | Anhydride phosphorique (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O)  (Min: 5.0 %, Max: 5.0 %)  | Bore (B) (Min: 0.04 %, Max: 0.04 %)  | Fer chélaté (Min: 0.04 %, Max: 0.04 %)  | Cuivre chélaté (Min: 0.01 %, Max: 0.01 %)  | Manganèse chélaté (Min: 0.04 %, Max: 0.04 %)  | Zinc chélaté (Min: 0.01 %, Max: 0.01 %)  | pH (Min: 7.3 , Max: 7.3 ) ;;Matière fertilisante;
MFSC;1200001;ARYBIOST FV;pH (Min: 13.8 , Max: 13.8 )  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | Carbone organique (C) (Min: 1.5 %, Max: 1.5 %)  | Matière séche (Min: 10.0 %, Max: 10.0 %) ;;Matière fertilisante;
MFSC;1180053;FERTIL 10;Matière séche (Min: 70.0 % MB, Max: 70.0 % MB)  | Masse volumique (Min: 1.0 g/cm3, Max: 1.0 g/cm3)  | Tension superficielle (Min: 30.7 mN/m, Max: 30.7 mN/m)  | pH (Min: 8.1 , Max: 8.1 ) ;;Matière fertilisante;
MFSC;1211001;FERTIACTYL GZ;N total (Min: 13.3 %, Max: 13.3 %)  | Carbone organique (C) (Min: 12.6 %, Max: 12.6 %)  | N uréique (Min: 12.9 %, Max: 12.9 %)  | K2O soluble eau (Min: 5.23 %, Max: 5.23 %) ;;Engrais;
MFSC;1170376;MYKE PRO WP;Rhizophagus irregularis (Glomus intraradices), souche Pont rouge DAOM 181602  (Min: 800.0 spores/g, Max: 800.0 spores/g) ;;Préparation fongique;
MFSC;1170377;TOP POUSS;Rhizophagus irregularis (Glomus intraradices), souche Pont rouge DAOM 181602  (Min: 7.0 spores/g, Max: 7.0 spores/g) ;;Préparation fongique;
MFSC;1170378;PRE-INOCULANT MYCORHIZIEN;Rhizophagus irregularis (Glomus intraradices), souche Pont rouge DAOM 181602  (Min: 16000.0 spores/g, Max: 16000.0 spores/g) ;;Préparation fongique;
MFSC;1170379;AGTIV CULTURES SPECIALISEES POUDRE;Rhizophagus irregularis (Glomus intraradices), souche Pont rouge DAOM 181602  (Min: 6000.0 spores/g, Max: 6000.0 spores/g) ;;Préparation fongique;
MFSC;1171276;VITANICA SI;Azote total (Min: 2.0 %, Max: 11.0 %)  | Anhydride phosphorique (Min: 3.0 %, Max: 10.0 %)  | Oxyde de potassium (Min: 3.0 %, Max: 10.0 %)  | Silicium (Min: 7.5 %, Max: 14.0 %)  | pH (Min: 0.0 , Max: 0.0 ) ;;Matière fertilisante;
MFSC;9910016;ENTEC NPK;;;;
MFSC;1140015;JUMPSTART WP;Penicillium bilaii souche P210 et P208 (Min: 720000.0 UFC/kg, Max:  ) ;;Préparation fongique;
MFSC;1180810;HISTICK SOJA;Bradyrhizobium japonicum (Min: 2100000000 UFC/g, Max: 2100000000 UFC/g) ;;Préparation bactérienne;
MFSC;1190003;TRADIPHOS;Matière séche (Min: 60.0 % MB, Max: 60.0 % MB)  | Matières organiques (Min: 32.0 % MB, Max: 32.0 % MB)  | Azote total (Min: 2.8 % MB, Max: 2.8 % MB)  | Azote organique (Min: 1.81 % MB, Max: 1.81 % MB)  | Anhydre phosphorique (P2O5) (Min: 5.5 % MB, Max: 5.5 % MB)  | Fer (Fe) (Min: 5.5 % MB, Max: 5.5 % MB)  | Zinc (Zn) (Min: 0.15 % MB, Max: 0.15 % MB)  | Cuivre (Cu) (Min: 0.048 % MB, Max: 0.048 % MB)  | pH (Min: 8.0 , Max: 8.0 ) ;C/N (Min:  , Max:  ) ;Amendement - Engrais;
MFSC;6170006;AMINO INSIDE;Acides aminés libres (Min: 6.0 % MB, Max: 55.0 % MB) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1100009;AGRI-BIOTECH BIOREVEIL;;;Matière fertilisante;
MFSC;1130001;ECOFENS;;;Matière fertilisante;
MFSC;1303001;GREENSTIM;N total (Min: 11.7 % MB, Max: 11.7 % MB)  | Glycine bétaïne (Min: 97.0 % MB, Max: 100.0 % MB)  | Matière séche (Min: 99.1 % MB, Max: 99.1 % MB)  | Matières organiques (Min: 99.0 % MB, Max: 99.0 % MB) ;;Matière fertilisante | Additif agronomique;
MFSC;1170606;SFEROSOL;Soufre élémentaire (S) (Min: 87.0 %, Max: 87.0 %) ;;Matière fertilisante;
MFSC;1180069;NEUTRAFLORE;;;Matière fertilisante;
MFSC;1171277;DIGESTAT GLDC;Matière séche (Min: 29.0 %, Max: 29.0 %)  | Matières organiques (Min: 12.9 %, Max: 12.9 %)  | Azote total (Min: 0.55 %, Max: 0.55 %)  | Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 1.32 %, Max: 1.32 %)  | pH (Min: 10.4 , Max: 10.4 )  | Rapport C/N (Min: 14.0 , Max: 14.0 ) ;;Matière fertilisante;
MFSC;1171283;KSC II PHYT-ACTYL;Matière séche (Min: 95.0 %, Max: 95.0 %)  | Azote total (Min: 23.0 %, Max: 23.0 %)  | Anhydride phosphorique (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (Min: 5.0 %, Max: 5.0 %)  | Anhydride sulfurique SO3 (Min: 29.0 %, Max: 29.0 %)  | Fe soluble eau (Min: 0.1 %, Max: 0.1 %)  | Manganèse chélaté (Min: 0.05 %, Max: 0.05 %)  | Zinc chélaté (Min: 0.1 %, Max: 0.1 %)  | Extrait d'algues (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 6.1 , Max: 6.1 ) ;;Matière fertilisante;
MFSC;1170613;PROTIFERT LMW 6;Matière séche (Min: 60.0 %, Max: 60.0 %)  | Azote organique (Min: 6.0 %, Max: 6.0 %)  | Azote total (Min: 6.3 %, Max: 6.3 %)  | Azote ammoniacal (Min: 0.3 %, Max: 0.3 %)  | Matières organiques (Min: 37.5 %, Max: 37.5 %)  | Acides aminés totaux (Min: 37.5 %, Max: 37.5 %)  | Acides aminés libres (Min: 22.0 %, Max: 22.0 %)  | Glycine (Min: 9.1 %, Max: 9.1 %)  | Proline (Min: 4.0 %, Max: 4.0 %)  | Hydroxyproline (Min: 2.2 %, Max: 2.2 %) ;;Matière fertilisante;
MFSC;1171280;KSC V PHYT-ACTYL;Matière séche (Min: 95.0 %, Max: 95.0 %)  | Azote total (Min: 8.0 %, Max: 8.0 %)  | Anhydride phosphorique (Min: 16.0 %, Max: 16.0 %)  | Oxyde de potassium (Min: 42.0 %, Max: 42.0 %)  | Bore (B) (Min: 0.1 %, Max: 0.1 %)  | Fer chélaté (Min: 0.1 %, Max: 0.1 %)  | Manganèse chélaté (Min: 0.05 %, Max: 0.05 %)  | Zinc chélaté (Min: 0.1 %, Max: 0.1 %)  | Extrait d'algues (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1171279;KSC MIX PHYT-ACTYL;Matière séche (Min: 95.0 %, Max: 95.0 %)  | Oxyde de magnésium (MgO) (Min: 15.0 %, Max: 15.0 %)  | Anhydride sulfurique SO3 (Min: 28.0 %, Max: 28.0 %)  | Bore (B) (Min: 0.5 %, Max: 0.5 %)  | Cuivre chélaté (Min: 0.5 %, Max: 0.5 %)  | Fer chélaté (Min: 2.5 %, Max: 2.5 %)  | Manganèse chélaté (Min: 2.0 %, Max: 2.0 %)  | Molybdène (Mo) (Min: 0.2 %, Max: 0.2 %)  | Zinc chélaté (Min: 1.5 %, Max: 1.5 %)  | Extrait d'algues (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 6.1 , Max: 6.1 ) ;;Matière fertilisante;
MFSC;1170611;RHIZOBACTERIOLIS;Pseudomonas fulva (Min: 50000000 UFC/g, Max: 50000000 UFC/g)  | Pseudomonas fluorescens (Min: 50000000 UFC/g, Max: 50000000 UFC/g)  | Maltodextrine (Min: 98.0 % MB, Max: 98.0 % MB) ;;Préparation bactérienne;
MFSC;1171293;MYCO'SOL;Azote ammoniacal (Min: 13.0 %, Max: 13.0 %)  | Oxyde de potassium (Min: 6.0 %, Max: 6.0 %)  | Pseudomonas fluorescens souche FB1, + Pseudomonas putida souche FB9 (Min: 10000.0 UFC/kg, Max: 0.0 UFC/kg)  | Trichoderma asperellum souche FF12 + Coniothyrium minitrans souche FV1 (Min: 10000.0 UFC/kg, Max: 0.0 UFC/kg) ;;Matière fertilisante;
MFSC;1190705;BASFOLIAR SI;Azote (N) total (Min: 1.5 %, Max: 1.5 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 0.6 %, Max: 0.6 %)  | Dioxyde de Silicium (SiO2) (Min: 2.0 %, Max: 2.0 %)  | Glycine bétaïne (Min: 13.4 %, Max: 13.4 %) ;;Matière fertilisante;
MFSC;1190515;FERTILEADER START;Anhydride phosphorique (Min: 30.0 %, Max: 30.0 %)  | Oxyde de magnésium (MgO) (Min: 4.0 %, Max: 4.0 %)  | Azote (N) total (Min: 3.0 %, Max: 3.0 %) ;Carbone organique total (Min:  , Max:  )  | Activité cytokinique (Min:  , Max:  )  | Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190336;EAUBIMER;Matière séche (Min: 8.7 % MB, Max: 8.7 % MB)  | Alginate (Min: 1.4 % MB, Max: 1.4 % MB)  | Mannitol (Min: 1.0 % MB, Max: 1.0 % MB)  | Iode (Min: 0.73 % MB, Max: 0.73 % MB) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;6190700;AMINOQUELANT K LOW PH;Matière organique (Min: 10.0 %, Max: 10.0 %)  | Azote (N) total (Min: 1.0 %, Max: 1.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 25.0 %, Max: 25.0 %)  | Acides aminés libres (Min: 5.5 %, Max: 5.5 %)  | pH (Min: 7.0 , Max: 7.0 )  | Densité (Min: 1.33 kg/L , Max: 1.33 kg/L ) ;;Matière fertilisante;
MFSC;1160005;BIO-PERFORM;;;Matière fertilisante;
MFSC;1180299;PF108;;;Matière fertilisante;
MFSC;1180793;FERTI HUMI;Matière séche (Min: 91.1 %, Max: 91.1 %)  | Extrait humique total (origine léonardite + lignosulfonate de sodium) (Min: 66.0 %, Max: 66.0 %)  | Acide humique (Min: 57.0 %, Max: 57.0 %)  | Acides fulviques (Min: 9.0 %, Max: 9.0 %)  | Oxyde de potassium (K2O)  (Min: 15.0 %, Max: 15.0 %)  | pH (Min: 9.8 , Max: 9.8 ) ;;Matière fertilisante | Additif agronomique;
MFSC;9810024;ACTI-WATER;;Tension superficielle (Min: 23.0 mN/m, Max: 23.0 mN/m) ;Conditionneur de sol;
MFSC;1160068;GOACTIV;Matière séche (Min: 5.6 % MB, Max: 5.6 % MB)  | Matières organiques (Min: 4.0 % MB, Max: 4.0 % MB)  | mannitol (Min: 6.0 g/L, Max: 6.0 g/L)  | Densité (Min: 1.025 kg/L, Max: 1.025 kg/L)  | pH (Min: 2.6 ., Max: 2.6 .) ;;Matière fertilisante;
MFSC;1180796;SOIL-SET;Matière séche (Min: 28.4 %, Max: 28.4 %)  | Anhydride sulfurique SO3 (Min: 10.28 %, Max: 10.28 %)  | Soufre élémentaire (S) (Min: 4.27 %, Max: 4.27 %)  | Zinc (Zn) (Min: 3.2 %, Max: 3.2 %)  | Manganèse (Mn) (Min: 0.8 %, Max: 0.8 %)  | Fe soluble eau (Min: 1.6 %, Max: 1.6 %)  | Cuivre (Cu) total (Min: 2.0 %, Max: 2.0 %) ;;Matière fertilisante;
MFSC;1200069;COBIOSTIM;Bacillus amyloliquefaciens (Min: 100000000 spores/g, Max: 100000000 spores/g) ;;Matière fertilisante;
MFSC;1160070;FERTIACTYL STARTER;;;Matière fertilisante;
MFSC;1190374;LIQUIFIX 120;Bradyrhizobium japonicum souche SEMIA 5079 (Min: 3000000000 , Max: 3000000000 )  | Bradyrhizobium  diazoefficiens SEMIA 5080 (Min: 3000000000 , Max: 3000000000 ) ;;Préparation bactérienne;
MFSC;1180287;MICROGAZON PLUS;Matière séche (Min: 94.0 %, Max: 94.0 %)  | Matières organiques (Min: 25.0 %, Max: 25.0 %)  | Azote total (Min: 7.0 %, Max: 7.0 %)  | Azote organique (Min: 3.0 %, Max: 3.0 %)  | Azote ammoniacal (Min: 1.0 %, Max: 1.0 %)  | Azote uréique (Min: 3.0 %, Max: 3.0 %)  | Anhydride phosphorique (Min: 4.0 %, Max: 4.0 %)  | Oxyde de potassium (Min: 17.0 %, Max: 17.0 %)  | Oxyde de calcium (CaO) (Min: 11.5 %, Max: 11.5 %)  | Oxyde de magnésium (MgO) (Min: 3.0 %, Max: 3.0 %)  | Bacillus amyloliquefaciens FZB 42 (Min: 1000.0 UFC/g, Max: 1000.0 UFC/g) ;;Matière fertilisante;
MFSC;1190127;PHYSALG 10-25;Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 10.0 %, Max: 10.0 %)  | Anhydride phosphorique (P2O5) soluble dans l'acide formique à 2% (Min: 7.5 %, Max: 7.5 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 25.0 %, Max: 25.0 %)  | Oxyde de calcium (CaO) total (Min: 25.0 %, Max: 25.0 %) ;Carbone organique total (Min:  , Max:  )  | Mannitol (Min:  , Max:  )  | Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1180183;NUTRIFIELD;Matière séche (Min: 10.0 %, Max: 10.0 %)  | Extraits ligno-cellulosiques SHB (Min: 3.0 %, Max: 3.0 %)  | Carbone organique (C) (Min: 0.8 %, Max: 0.8 %)  | pH (Min: 14.0 , Max: 14.0 ) ;;Matière fertilisante;
MFSC;1190370;TOPCURE;Azote total (Min: 1.1 %, Max: 1.1 %)  | Acides aminés libres (Min: 6.0 %, Max: 6.0 %)  | pH (Min: 3.5 , Max: 3.5 ) ;;Matière fertilisante;
MFSC;1190123;AGRADES;Trichoderma harzianum souche B97 (Min: 50000000 UFC/g, Max: 50000000 UFC/g)  | Maltodextrine (Min: 99.5 %, Max: 99.5 %) ;;Préparation fongique;
MFSC;1180455;RIZOPACK LLI;Bradyrhizobium diazoefficiens (Min: 10000000000 UFC/g, Max: 10000000000 UFC/g) ;;Matière fertilisante;
MFSC;1190083;PHYSALG 14-18;Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 14.0 %, Max: 14.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 18.0 %, Max: 18.0 %)  | Oxyde de calcium (CaO) total (Min: 27.0 %, Max: 27.0 %)  | Valeur neutralisante (Min: 17.0 , Max: 17.0 )  | pH (Min: 8.4 , Max: 8.4 ) ;Carbone organique total (Min:  , Max:  )  | Mannitol (Min:  , Max:  )  | Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190278;CODASAL PREMIUM;Oxyde de calcium (CaO) (Min: 12.3 %, Max: 12.3 %)  | pH (Min: 2.4 , Max: 2.4 ) ;Lignosulfonates (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1180446;BM 86;Matière séche (Min: 47.0 % MB, Max: 47.0 % MB)  | Azote (Min: 1.67 % MB, Max: 1.67 % MB)  | Anhydride sulfurique SO3 (Min: 9.6 % MB, Max: 9.6 % MB)  | Oxyde de magnésium (MgO) (Min: 4.8 % MB, Max: 4.8 % MB)  | Bore (B) (Min: 2.0 % MB, Max: 2.0 % MB)  | Molybdène (Mo) (Min: 0.02 % MB, Max: 0.02 % MB)  | Extrait d'Ascophyllum nodosum (Min: 20.0 % MB, Max: 20.0 % MB)  | pH (Min: 7.5 , Max: 7.5 ) ;;Engrais;
MFSC;1180763;FERTIACTYL TRIUM;Zinc chélaté (Min: 1.5 %, Max: 1.5 %)  | Manganèse chélaté (Min: 1.5 %, Max: 1.5 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | Anhydre phosphorique (P2O5) (Min: 5.0 %, Max: 5.0 %)  | Azote uréique (Min: 5.0 %, Max: 5.0 %)  | Azote total (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 11.6 , Max: 11.6 ) ;Carbone organique (Min:  , Max:  )  | Substances humiques (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200485;VIO-GREEN;Extraits ligno-cellulosiques SHB (Min: 3.0 % MB, Max: 3.0 % MB)  | Matière séche (Min: 10.0 % MB, Max: 10.0 % MB)  | Carbone organique (C) (Min: 0.8 % MB, Max: 0.8 % MB)  | pH (Min: 14.0 , Max: 14.0 ) ;;Matière fertilisante;
MFSC;1180403;SVL-008;Matière séche (Min: 37.0 % MB, Max: 37.0 % MB)  | Dérivé de saccharose (Min: 19.5 % MB, Max: 19.5 % MB)  | Cuivre (Cu) total (Min: 5.5 % MB, Max: 5.5 % MB)  | Cu soluble eau (Min: 5.3 % MB, Max: 5.3 % MB)  | pH (Min: 3.0 , Max: 3.0 ) ;Densité (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200158;RACI-FORT L;Bacillus amyloliquefaciens (Min: 25000000000 spores/mL, Max: 25000000000 spores/mL) ;;Additif agronomique;
MFSC;1190834;KAOUA TONUS;Matière séche (Min: 42.4 %, Max: 42.4 %)  | Acides aminés libres (Min: 1.0 %, Max: 1.0 %)  | Azote (N) total (Min: 7.7 %, Max: 7.7 %)  | pH (Min: 7.9 , Max: 7.9 )  | Anhydre phosphorique total (P2O5) (Min: 4.7 %, Max: 4.7 %)  | Oxyde de potassium (K2O) total (Min: 4.6 %, Max: 4.6 %)  | Bore (B) total (Min: 0.042 %, Max: 0.042 %)  | Cuivre (Cu) total (Min: 0.012 %, Max: 0.012 %)  | Fer (Fe) total (Min: 0.025 %, Max: 0.025 %)  | Manganèse (Mn) total (Min: 0.041 %, Max: 0.041 %)  | Molybdène (Mo) (Min: 0.0040 %, Max: 0.0040 %)  | Zinc (Zn) (Min: 0.023 %, Max: 0.023 %)  | Carbone organique (C) (Min: 2.3 %, Max: 2.3 %) ;;Matière fertilisante;
MFSC;1150001;ACTIVROOTS;Activité cytokinique (Min: 200.0 µg BAP/kg, Max: 200.0 µg BAP/kg) ;;Stimulateur de croissance des plantes;
MFSC;6110001;AGRIPHOS;P2O5 total (Min: 9.0 %, Max: 13.0 %)  | MgO total (Min: 3.5 %, Max: 5.5 %)  | K2O total (Min: 9.0 %, Max: 13.0 %)  | P2O5 soluble dans l'acide citrique 2% (Min: 6.0 %, Max: 9.0 %)  | K2O soluble eau (Min: 7.0 %, Max: 11.0 %)  | Matière sèche (Min: 83.0 %, Max: 97.0 %) ;;Matière fertilisante;
MFSC;6020013;AVICAMUS EVOLUTION OM;P2O5 total (Min: 2.0 %, Max: 17.0 %)  | N total (Min: 2.0 %, Max: 12.0 %)  | CaO total (Min: 2.0 %, Max: 30.0 %)  | MgO total (Min: 2.0 %, Max: 30.0 %)  | K2O total (Min: 2.0 %, Max: 26.0 %) ;;Engrais pour apport au sol;
MFSC;6080003;CARBOFLANDRES;Fer (Fe) total (Min: 1.0 %, Max: 2.0 %)  | Carbonates (CO2) (Min: 31.0 %, Max: 47.0 %)  | Passant au tamis de 3,15 mm (Min: 80.0 %, Max: 100.0 %) ;;Amendement minéral basique;
MFSC;1150007;CONNECTIS;Rhizophagus irregularis (Min: 1000.0 spores/mL, Max: 1000.0 spores/mL) ;Ligne utile à la génération de la décision (Min:  , Max:  ) ;Préparation fongique;
MFSC;6150001;EQUIDOR;Matière sèche (Min: 45.0 %, Max: 65.0 %)  | Matière organique (Min: 40.0 %, Max: 55.0 %)  | Azote (N) total (Min: 0.7 %, Max: 1.6 %)  | Pentoxyde de phosphore (P2O5) (Min: 0.3 %, Max: 1.3 %)  | Oxyde de potassium (K2O)  (Min: 1.1 %, Max: 2.9 %) ;;Amendement organique | Engrais;
MFSC;9610025;FERTIAL 80;SO3 total (Min: 1.2 %, Max: 1.2 %)  | SO3 soluble eau (Min: 0.0 %, Max: 0.0 %)  | Azote (N) total (Min: 5.5 %, Max: 10.0 %)  | Anhydride phosphorique (P2O5) total : 3 à 5 %, dont % soluble eau et citrate, dont % soluble dans l'eau (Min: 3.0 %, Max: 5.0 %)  | Anhydride sulfurique (SO3) total : 1,2 %, dont % soluble dans l'eau (Min: 1.2 %, Max: 1.2 %) ;;Engrais pour apport au sol;
MFSC;6110003;FERTIPHOSCAL;Pentoxyde de phosphore (P2O5) total : 13 à 17 %, dont soluble dans l'acide formique à 2% : 11à 16 % (Min: 13.0 %, Max: 17.0 %) ;;Engrais P | Engrais pour apport au sol;
MFSC;1150008;GEO2;Matière séche (Min: 99.0 % MB, Max: 99.0 % MB)  | Oxyde de calcium (CaO) du carbonate de calcium et de la dolomie (Min: 35.0 % MB, Max: 35.0 % MB)  | Oxyde de magnésium (MgO) de la dolomite  (Min: 8.0 % MB, Max: 8.0 % MB)  | pH (Min: 9.0 %, Max: 9.0 %) ;Valeur neutralisante (Min:  , Max:  )  | Solubilité carbonique (Min:  , Max:  )  | Finesse de mouture par voie humide (Min:  , Max:  )  | Fer total (Min:  , Max:  )  | Manganèse total (Min:  , Max:  )  | Zinc total (Min:  , Max:  ) ;Amendement minéral basique;
MFSC;6130002;HUMACTIV;Matière Sèche (Min: 18.0 %, Max: 20.0 %)  | Matière organique (Min: 15.0 %, Max: 20.0 %)  | Carbone des Acides Humiques (Min: 6.0 %, Max: 9.0 %)  | Carbone des Acides Fulviques (Min: 1.5 %, Max: 2.5 %) ;;Matière fertilisante;
MFSC;1030005;HUMIFIRST;Matière séche (Min: 24.0 % MB, Max: 26.0 % MB)  | Matières organiques (Min: 15.0 % MB, Max: 20.0 % MB)  | Carbone des acides humiques (Min: 6.0 % MB, Max: 9.0 % MB)  | Carbone des acides fulviques (Min: 1.5 % MB, Max: 2.5 % MB)  | pH (Min: 13.0 %, Max: 13.0 %) ;;Matière fertilisante;
MFSC;1171296;KAISHI;Acides aminés (Min: 12.0 %, Max: 12.0 %)  | Azote total (Min: 2.0 %, Max: 2.0 %)  | Azote organique (Min: 2.0 %, Max: 2.0 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;1171290;KAISHI-MAX;Acides aminés (Min: 80.0 %, Max: 80.0 %)  | Azote total (Min: 11.0 %, Max: 11.0 %)  | Azote organique (Min: 10.5 %, Max: 10.5 %)  | pH (solution à 1%) (Min: 4.0 , Max: 4.0 ) ;;Matière fertilisante;
MFSC;1171300;KINACTIV FRUIT;Acides aminés (Min: 4.0 %, Max: 4.0 %)  | Oligo-éléments (Min: 0.652 %, Max: 0.652 %)  | pH (Min: 9.0 , Max: 9.0 )  | Azote total (Min: 0.5 %, Max: 0.5 %)  | Azote organique (Min: 0.5 %, Max: 0.5 %)  | Phosphore (P2O5) soluble dans l'eau (Min: 12.0 %, Max: 12.0 %)  | Potassium (K2O) soluble dans l'eau (Min: 16.0 %, Max: 16.0 %) ;;Matière fertilisante;
MFSC;1171297;SHIGEKI;Azote (N) total (Min: 1.0 %, Max: 1.0 %)  | Phosphore (P2O5) soluble dans l'eau (Min: 7.0 %, Max: 7.0 %)  | Potassium (K2O) soluble dans l'eau (Min: 10.0 %, Max: 10.0 %)  | Cuivre (Cu) soluble dans l'eau (Min: 0.1 %, Max: 0.1 %)  | Fer (Fe) soluble dans l'eau (Min: 0.2 %, Max: 0.2 %)  | Manganèse (Mn) soluble dans l'eau (Min: 0.2 %, Max: 0.2 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.05 %, Max: 0.05 %)  | Zinc (Zn) soluble dans l'eau (Min: 0.2 %, Max: 0.2 %)  | Acide alginique (Min: 0.2 %, Max: 0.2 %)  | Mannitol (Min: 0.2 %, Max: 0.2 %)  | Conductivité électrique (Min: 73.2 , Max: 73.2 )  | pH (Min: 7.5 , Max: 7.5 )  | Arsenic (Min: 2.0 mg/kg, Max: 2.0 mg/kg)  | Bore (B) soluble dans l'eau (Min: 0.13 %, Max: 0.13 %) ;;Matière fertilisante;
MFSC;1170607;SIAPTON;Azote organique (Min: 8.7 % MB, Max: 8.7 % MB)  | Azote organique (Min: 8.7 % MB, Max: 8.7 % MB)  | Carbone organique (C) (Min: 25.0 % MB, Max: 25.0 % MB)  | Rapport C/N (Min: 2.9 , Max: 2.9 ) ;Acides aminés totaux (Min:  , Max:  )  | pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;6150007;STOCKOSORB 500;Matière séche (Min: 85.5 % MB, Max: 92.6 % MB)  | Capacité de rentention pour l'eau (dans l'eau distillée) (Min: 240.0 mL/g, Max: 240.0 mL/g)  | Capacité de rentention pour l'eau (dans une solution de Ca(NO3)2 (Min: 32.0 mL/g, Max: 32.0 mL/g)  | pH (Min: 7.0 ., Max: 8.0 .)  | Granulométrie (Min: 0.2 mm, Max: 4.0 mm) ;Oxyde de potassium (K2O) total (Min:  , Max:  )  | N total (Min:  , Max:  ) ;Rétenteur d'eau;
MFSC;1171291;TAIKYU;Glycine bétaïne (Min: 80.0 %, Max: 80.0 %)  | Proline (Min: 10.0 %, Max: 10.0 %)  | Azote total (Min: 11.0 %, Max: 11.0 %)  | Azote organique (Min: 10.5 %, Max: 10.5 %)  | pH (Min: 8.0 , Max: 8.0 ) ;;Matière fertilisante;
MFSC;1180762;FERTIACTYL CAP'PHOS;pH (Min: 8.35 , Max: 8.35 )  | Anhydre phosphorique (P2O5) (Min: 10.0 %, Max: 10.0 %)  | Oxyde de potassium (K2O)  (Min: 14.0 %, Max: 14.0 %) ;;Matière fertilisante;
MFSC;1190279;CODAMIN RADICULAR;Azote (N) total (Min: 2.9 %, Max: 2.9 %)  | Anhydride phosphorique (Min: 9.8 %, Max: 9.8 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 3.5 %, Max: 3.5 %)  | Acides aminés libres (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;1180003;HELES;Bacillus methylotrophicus B25 (Min: 100000000 UFC/g, Max: 100000000 UFC/g) ;;Préparation bactérienne;
