type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
PRODUIT-MIXTE;9600298;POKON ENGRAIS ANTI-MOUSSE;;;Herbicide | Engrais;
PRODUIT-MIXTE;9220045;ENGRAIS ANTIMOUSSE GAZON EQUIS;;;Herbicide | Engrais;
PRODUIT-MIXTE;2040080;ENGRAIS GAZON DESHERBANT ANTI MOUSSE MASSO;;;Herbicide | Engrais anti-mousse;
PRODUIT-MIXTE;2000386;GAZONMOUSSE;;;Herbicide | Engrais;
PRODUIT-MIXTE;2130128;ENGRAIS GAZON ANTIMOUSSE F;;;Herbicide;
PRODUIT-MIXTE;2130126;ERADIKAMOUSSE F;;;Herbicide;
PRODUIT-MIXTE;9500037;EVERGREEN EXTRA J;;;;
PRODUIT-MIXTE;9900320;EVERGREEN EXTRA SF;;;Herbicide;
PRODUIT-MIXTE;2110062;FLAGSHIP GR;; Thiamethoxam  (Min: 12.0 g/kg, Max: 12.0 g/kg) ;Engrais insecticide;
PRODUIT-MIXTE;2110061;FLAGSHIP B;;Thiamethoxam (Min: 12.0 g/kg, Max: 12.0 g/kg) ;Engrais insecticide;
PRODUIT-MIXTE;9500227;BHJ ENGRAIS GAZON+DESHERBANT+ANTIMOUSSE+LONGUE DUR;;;;
PRODUIT-MIXTE;2150964;TRIKA LAMBDA 1;Matière séche (Min: 94.9 % MB, Max: 94.9 % MB)  | Matières organiques (Min: 27.8 % MB, Max: 27.8 % MB)  | Carbone des acides humiques (Min: 8.4 % MB, Max: 8.4 % MB)  | Carbone des acides fulviques (Min: 0.9 % MB, Max: 0.9 % MB)  | pH (Min: 4.1 , Max: 4.1 ) ;Azote total dont azote amoniacale (Min:  , Max:  )  | Phosphore total (P2O5) (Min:  , Max:  ) ;Insecticide | Matière fertilisante;
PRODUIT-MIXTE;2150973;TRIKA EXPERT;Matière séche (Min: 94.9 % MB, Max: 94.9 % MB)  | Matières organiques (Min: 27.8 % MB, Max: 27.8 % MB)  | Carbone des acides humiques (Min: 8.4 % MB, Max: 8.4 % MB)  | Carbone des acides fulviques (Min: 0.9 % MB, Max: 0.9 % MB) ;Azote total dont azote amoniacal (Min: 0.0 , Max: 0.0 )  | Phosphore total (P2O5) (Min: 0.0 , Max: 0.0 )  | pH (Min: 4.1 , Max: 4.1 ) ;Insecticide | Matière fertilisante;
PRODUIT-MIXTE;2040321;PROVADO BATONNET;;;Insecticide;
PRODUIT-MIXTE;2180256;DETRUI-MOUSSE J;;;Engrais | Herbicide;
PRODUIT-MIXTE;2100076;POLYSECT ULTRA PR;;;Insecticide;
PRODUIT-MIXTE;2000071;FLORANID 4 A;;;Herbicide;
PRODUIT-MIXTE;2150944;LANDSCAPER PRO WEED CONTROL + FERTILIZER;;;Herbicide | Engrais;
PRODUIT-MIXTE;2190066;SCOTTS ANTIMOUSSE;;;Herbicide | Engrais;
PRODUIT-MIXTE;8000169;VILMORIN VERDIVIL V ENGRAIS DESHERBANT GAZON;;;Herbicide;
PRODUIT-MIXTE;9600079;ENGRAIS ANTI MOUSSE;;;Herbicide | Engrais | Herbicide;
PRODUIT-MIXTE;2000510;SCOTTS ANTIMOUSSE MU;;;ND | Engrais anti-mousse;
PRODUIT-MIXTE;9500038;EVERGREEN EXTRA JS;;;;
PRODUIT-MIXTE;9500269;TYR GSD;;;Herbicide;
PRODUIT-MIXTE;9010840;ULTRAX-SID;;;Herbicide | Engrais | Herbicide;
PRODUIT-MIXTE;9320473;ENGRAIS ANTIMOUSSE GRANULE;;;Herbicide | Engrais | Herbicide;
PRODUIT-MIXTE;2160425;POLYSECT ULTRA B;;;Insecticide | Engrais;
PRODUIT-MIXTE;2100077;POLYSECT ULTRA BATONNET;;;Insecticide | Engrais NPK entièrement d'origine minérale;
PRODUIT-MIXTE;2180283;ENGRAIS GAZON ANTIMOUSSE PREMIUM;;;Herbicide | Engrais;
PRODUIT-MIXTE;8600575;HEDONAL ENGRAIS DESHERBANT GAZON;;;Herbicide;
PRODUIT-MIXTE;9300333;LIQUIDATE;;;;
PRODUIT-MIXTE;9320047;RPJ ENGRAIS ANTIMOUSSES DU GAZON;;;Herbicide | Engrais;
PRODUIT-MIXTE;8820680;SEM ANTI MOUSSE DU GAZON + ENGRAIS AMG;;;Herbicide | Engrais;
PRODUIT-MIXTE;8200346;POKON ENGRAIS GAZON AVEC DESHERBANT SELECTIF;;;Herbicide;
PRODUIT-MIXTE;9420040;RPJ ENGRAIS DESHERBANT ANTIMOUSSE DU GAZON;;;ND;
PRODUIT-MIXTE;9300332;AL-KILL;;;;
PRODUIT-MIXTE;8500216;FISONS ENGRAIS ANTIMOUSSE GAZON;;;Herbicide | Engrais;
PRODUIT-MIXTE;9420113;FABRIMOUSS +;;;Herbicide;
PRODUIT-MIXTE;9120180;FERTILIGENE ANTIMOUSSE ENGRAIS GAZON;;;Herbicide | Engrais;
PRODUIT-MIXTE;9000147;PARK ENGRAIS ANTIMOUSSE GAZON;;;Herbicide | Engrais | Herbicide;
PRODUIT-MIXTE;2090122;PERFECT GREEN EV;;;Herbicide | Destruct. Mousses | Herbicide;
PRODUIT-MIXTE;9300331;BARREN;;;;
PRODUIT-MIXTE;9600325;BASF HJ ENGRAIS DESHERBANT ANTIMOUSSE F2;;;Herbicide;
PRODUIT-MIXTE;2010121;BATONNETS D'ENGRAIS INSECTICIDE 2,5 G;;;Insecticide | ND;
PRODUIT-MIXTE;8600241;DESHERBANT GAZON ENGRAIS SOVILO;;;Herbicide;
PRODUIT-MIXTE;9500281;ENGRAIS DESHERBANT ANTIMOUSSE GAZON ALGOFLASH;;;Herbicide;
PRODUIT-MIXTE;9220043;ENGRAIS DESHERBANT ANTIMOUSSE GAZON EQUIS;;;ND;
PRODUIT-MIXTE;9500143;ENGRAIS DESHERBANT GAZON ANTIMOUSSE VILMORIN;;;Herbicide;
PRODUIT-MIXTE;8720669;ENGRAIS DESHERBANT YACCO 1272;;;Herbicide;
PRODUIT-MIXTE;8820788;EVERGREEN EXTRA;;;Herbicide;
PRODUIT-MIXTE;2000241;EVERGREEN EXTRA JD;;;Herbicide | ND;
PRODUIT-MIXTE;8820789;EVERGREEN EXTRA S;;;Herbicide;
PRODUIT-MIXTE;2000390;ENGRAIS DESHERBANT MU;;;Herbicide | Engrais;
PRODUIT-MIXTE;7700706;FLORANID GAZON DESHERBANT S 15 5 8 3;;;Herbicide | Engrais;
PRODUIT-MIXTE;9900119;ROS-CLEAN;;;Herbicide;
PRODUIT-MIXTE;9400181;ENGRAIS ANTIMOUSSE GAZON ALGOFLASH;;;;
PRODUIT-MIXTE;9500226;BHJ ENGRAIS ROSIERS ET ARBUSTES + DESHERBANT;;;Herbicide;
PRODUIT-MIXTE;9220044;ENGRAIS DESHERBANT GAZON EQUIS.;;;ND;
PRODUIT-MIXTE;9600081;CYANAMOUSS;;;;
PRODUIT-MIXTE;9400253;MOSSKIL GREEN;;;Herbicide;
PRODUIT-MIXTE;7800375;FERT'S ENGRAIS DESHERBANT GAZON;;;;
PRODUIT-MIXTE;2100073;ACTIROSE PLUS;;;ND;
PRODUIT-MIXTE;9020574;ENGRAIS DESHERBANT GAZON MFR;;;Herbicide;
PRODUIT-MIXTE;9500035;SCAC ENGRAIS ANTIMOUSSE GAZON D;;;;
PRODUIT-MIXTE;9700223;ENGRAIS DESHERBANT ROSIERS ALGOFLASH;;;Herbicide;
PRODUIT-MIXTE;8400332;KB ENGRAIS DESHERBANT GAZON D;;;Herbicide;
PRODUIT-MIXTE;7700607;ALGOFLASH ENGRAIS DESHERBANT GAZON;;;;
PRODUIT-MIXTE;9400184;ENGRAIS DESHERBANT GAZON ALGOFLASH;;;Herbicide;
PRODUIT-MIXTE;8700636;POLYFLOR ENGRAIS DESHERBANT GAZON;;;;
PRODUIT-MIXTE;8400314;JARBEL ENGRAIS DESHERBANT GAZON;;;;
PRODUIT-MIXTE;8200382;ENGRAIS DESHERBANT ROSIERS TRADIAGRI;;;Herbicide;
PRODUIT-MIXTE;9220267;ENGRAIS DESHERBANT GAZON 12-6-6;;;Herbicide;
PRODUIT-MIXTE;8600078;FISONS ENGRAIS DESHERBANT ROSIERS ET ARBUSTES;;;Herbicide;
PRODUIT-MIXTE;8100537;ENGRAIS GAZON AVEC DESHERBANT SELECTIF FERTILIGENE;;;Herbicide;
PRODUIT-MIXTE;9220266;ENGRAIS DESHERBANT GAZON 16-8-8;;;Herbicide;
PRODUIT-MIXTE;7600442;ENGRAIS DESHERBANT GAZON SOVILO;;;;
PRODUIT-MIXTE;7800658;ENGRAIS DESHERBANT GAZON SCHERING;;;;
PRODUIT-MIXTE;2010086;KB BATONNETS NUTRITIFS ET INSECTICIDES;;;Insecticide;
PRODUIT-MIXTE;9300560;HERBAREX G;;;Herbicide;
PRODUIT-MIXTE;9320048;RPJ ENGRAIS DESHERBANT ROSIERS ARBUSTES  .;;;Herbicide;
PRODUIT-MIXTE;9500036;SCAC ENGRAIS DESHERBANT GAZON D;;;;
PRODUIT-MIXTE;8820814;ENGRAIS DESHERBANT GAZON JARDIPOUSS;;;;
PRODUIT-MIXTE;8500159;FISONS ENGRAIS DESHERBANT GAZON D;;;;
PRODUIT-MIXTE;7900226;ENGRAIS DESHERBANT GAZON L.P.A;;;;
PRODUIT-MIXTE;9500623;EA ENGRAIS DESHERBANT GAZON;;;;
PRODUIT-MIXTE;8000595;FISONS ENGRAIS DESHERBANT ROSIERS GRANULES;;;;
PRODUIT-MIXTE;9400177;FLORANID GAZON DESHERBANT DF;;;;
PRODUIT-MIXTE;8600081;FISONS ENGRAIS DESHERBANT GAZON K;;;Herbicide;
PRODUIT-MIXTE;8400328;FERTILIGENE MOUSSES DU GAZON +ENGRAIS;;;;
PRODUIT-MIXTE;8500162;FISONS ENGRAIS ANTIMOUSSE GAZON C;;;;
PRODUIT-MIXTE;8000297;ENGRAIS FRAISIER AVEC INSECTICIDE UMUPRO;;;;
PRODUIT-MIXTE;7700450;ENGRAIS DESHERBANT GAZON F;;;;
PRODUIT-MIXTE;8800615;INSECTOL 75 FLO;;;Insecticide;
PRODUIT-MIXTE;8720661;ENGRAIS INSECTICIDE HORTISOL;;;Insecticide;
PRODUIT-MIXTE;8920211;CLAUSE ENGRAIS DESHERBANT ROSIERS ET ARBUSTES;;;;
PRODUIT-MIXTE;9120229;PLANTOREX;;;ND;
PRODUIT-MIXTE;9400210;DISPARIMOUSSE;;;ND;
PRODUIT-MIXTE;2010122;ENGRAIS NPK ANTI MOUSSE 8 5 8 + 3 MGO;;;Herbicide;
PRODUIT-MIXTE;8300033;SUBSTRAL ENGRAIS GAZON AVEC DESHERBANT SELECTIF;;;;
PRODUIT-MIXTE;9400245;RPJ ENGRAIS DESHERBANT GAZON DF;;;Herbicide;
PRODUIT-MIXTE;9900440;FABRI SPORT MOUSS;;;Herbicide;
PRODUIT-MIXTE;9700438;ERADIMOUSSE M;;;ND;
PRODUIT-MIXTE;9700509;ENGRAIS DETRUIMOUSSE ALGOFLASH;;;;
PRODUIT-MIXTE;9420157;BASF HJ ANTI-MOUSSE DU GAZON + ENGRAIS GAMO;;;;
PRODUIT-MIXTE;9800203;OCCI'MOUSS GR;;;ND;
PRODUIT-MIXTE;8100501;ENGRAIS FRAISIER AVEC INSECTICIDE ROYAL JARDIN;;;;
PRODUIT-MIXTE;7300362;ENGRAIS DESHERBANT GAZON QUINO;;;;
PRODUIT-MIXTE;9100382;SCARAMOUSSE EV;;;ND;
PRODUIT-MIXTE;9700196;ERADIMOUSSE D;;;ND;
PRODUIT-MIXTE;9700543;SCAC ENGRAIS ANTIMOUSSE GAZON E;;;;
PRODUIT-MIXTE;8400335;ENGRAIS DESHERBANT GAZON S;;;;
PRODUIT-MIXTE;8500165;FISONS ENGRAIS DESHERBANT GAZON M;;;;
PRODUIT-MIXTE;9120521;ENGRAIS ANTIMOUSSE GAZON GRIFFATON;;;;
PRODUIT-MIXTE;8100108;SHUNT;;;;
PRODUIT-MIXTE;8000463;ENGRAIS DESHERBANT GAZON SEM;;;;
PRODUIT-MIXTE;9120175;KB ENGRAIS ANTIMOUSSE DU GAZON;;;ND;
PRODUIT-MIXTE;9300462;ENGRAIS DESHERBANT LIQUIDE;;;Herbicide;
PRODUIT-MIXTE;9400391;BASF HJ ENGRAIS GAZON+DESHERBANT+ANTIMOUSSE;;;Herbicide;
PRODUIT-MIXTE;2010125;SINERGIC 1;;;Insecticide | ND;
PRODUIT-MIXTE;9300260;GREEN STAR;;;;
PRODUIT-MIXTE;9600244;BHJ ENGRAIS ROSIERS DESHERBANT LONGUE DUREE;;;Herbicide;
PRODUIT-MIXTE;2010126;PRO SUXON VERT;;;Insecticide | ND;
PRODUIT-MIXTE;7900769;CHIMIE 10 ENGRAIS DESHERBANT PELOUSE;;;;
PRODUIT-MIXTE;7700697;ENGRAIS DESHERBANT GAZON GT;;;;
PRODUIT-MIXTE;8000454;ENGRAIS FRAISIERS FERT'S AVEC INSECTICIDE;;;;
PRODUIT-MIXTE;9120559;GESAL ENGRAIS ANTI MOUSSE PELOUSE, GAZON;;;;
PRODUIT-MIXTE;7100186;FISONS ENGRAIS DESHERBANT GAZON;;;;
PRODUIT-MIXTE;8100208;GESAL ENGRAIS DESHERBANT GAZON;;;;
PRODUIT-MIXTE;7800545;COMPLESAL GAZON;;;;
PRODUIT-MIXTE;9400407;WIDKIL GREEN;;;Herbicide;
PRODUIT-MIXTE;8300397;ENGRAIS DESHERBANT ROSIERS SUZA;;;;
PRODUIT-MIXTE;9600429;MITEN ENGRAIS ANTIMOUSSE 16.0.10;;;;
PRODUIT-MIXTE;9400290;RPJ ENGRAIS DESHERBANT GAZON;;;Herbicide;
PRODUIT-MIXTE;7500741;ENGRAIS INSECTICIDE FRAISIERS FISONS;;;;
PRODUIT-MIXTE;8000429;FISONS ENGRAIS GAZON ANTIMOUSSE A;;;;
PRODUIT-MIXTE;9400408;WIDKIL SUPERGREEN;;;Herbicide;
PRODUIT-MIXTE;9320021;ENGRAIS LONGUE DUREE DESHERBANT GAZON CARREFOUR;;;;
PRODUIT-MIXTE;2010558;FERTI CAO MOUSSES;;;Herbicide;
PRODUIT-MIXTE;8820515;VILMORIN ENGRAIS DESHERBANT ROSIERS;;;Herbicide;
PRODUIT-MIXTE;2010124;ALGOFLASH BATONNET ENGRAIS INSECTICIDE;;;Insecticide | ND;
PRODUIT-MIXTE;9900319;WIDKIL IDEAL GREEN F;;;Herbicide;
PRODUIT-MIXTE;2020164;FLORANID MD;;;Herbicide;
PRODUIT-MIXTE;9020381;ENGRAIS DESHERBANT GAZON FERTILIGENE;;;;
PRODUIT-MIXTE;9020509;ENGRAIS DESHERBANT GAZON LE SILLON;;;;
PRODUIT-MIXTE;9020234;PARK ENGRAIS DESHERBANT ROSIERS ET ARBUSTES;;;Herbicide;
PRODUIT-MIXTE;8600077;FISONS ENGRAIS DESHERBANT ROSIERS;;;Herbicide;
PRODUIT-MIXTE;9220347;ENGRAIS DESHERBANT ROSIERS EQUIS;;;ND;
PRODUIT-MIXTE;2020176;FLORANID MED;;;Herbicide;
PRODUIT-MIXTE;8600080;FISONS ENGRAIS DESHERBANT GAZON P;;;Herbicide;
PRODUIT-MIXTE;2010123;ENGRAIS NPK ANTI MOUSSE 8 5 7 + 3 MGO;;;Herbicide;
PRODUIT-MIXTE;9600091;ACTIROSE;;;Herbicide;
PRODUIT-MIXTE;9900321;WIDKIL IDEAL GREEN U;;;;
PRODUIT-MIXTE;9400254;FERTICLEAN;;;Herbicide;
PRODUIT-MIXTE;9800132;ERADIKA'MOUSSE;;;ND;
PRODUIT-MIXTE;8920212;TRUFFAUT ENGRAIS DESHERBANT ROSIERS ET ARBUSTES;;;Herbicide;
PRODUIT-MIXTE;9020380;ENGRAIS DESHERBANT GAZON SOVILO M;;;;
PRODUIT-MIXTE;9020553;ENGRAIS DESHERBANT GAZON JARDINAMI;;;;
PRODUIT-MIXTE;9120522;ENGRAIS DESHERBANT GAZON GRIFFATON;;;;
PRODUIT-MIXTE;9000146;PARK ENGRAIS DESHERBANT GAZON;;;;
PRODUIT-MIXTE;9500034;SCAC ENGRAIS ANTIMOUSSE DESHERBANT GAZON D;;;;
PRODUIT-MIXTE;8400283;ENGRAIS DESHERBANT GAZON TRUFFAUT;;;;
PRODUIT-MIXTE;2040083;ENGRAIS GAZON ANTIMOUSSE MASSO;;;Herbicide;
PRODUIT-MIXTE;7000038;INSECTICIDE ENGRAIS UMUPRO;;;Insecticide;
PRODUIT-MIXTE;8920637;ANTIMOUSSE DU GAZON +ENGRAIS;;;;
PRODUIT-MIXTE;9900146;COMPLESAL EV;;;Herbicide;
PRODUIT-MIXTE;8500312;FISONS ENGRAIS INSECTICIDE DU SOL;;;;
